A;1;20,0;1,0;2;0,2;0,0;2;4,0;0;0,9111111111111111;1,0
A;2;20,0;1,0;4;0,3333333333333333;0,0;3;9,0;0;0,8444444444444444;1,0
A;3;20,0;1,0;9;0,6666666666666666;0,0;3;13,0;0;0,7777777777777778;1,0
A;4;20,0;1,0;5;0,4;0,0;3;7,0;0;0,8666666666666667;1,0
A;5;20,0;1,0;6;0,4666666666666667;0,0;4;10,0;0;0,8222222222222221;1,0
A;6;20,0;1,0;6;0,4666666666666667;0,0;4;9,0;0;0,8444444444444443;1,0
A;7;20,0;1,0;2;0,2;0,0;2;4,0;0;0,911111111111111;1,0
A;8;20,0;1,0;4;0,3333333333333333;0,0;3;9,0;0;0,8666666666666667;1,0
A;9;20,0;1,0;0;0,06666666666666667;0,0;1;3,0;0;0,9777777777777779;1,0
A;10;20,0;1,0;9;0,6666666666666666;0,0;3;19,0;0;0,7814814814814816;1,0
A;1;20,0;1,5;9;0,6;0,0;5;109,0;21;0,7111111111111109;0,9580246913580247
A;2;20,0;1,5;9;0,6666666666666666;0,0;3;104,0;12;0,7165266106442575;0,9481481481481481
A;3;20,0;1,5;10;0,6666666666666666;0,0;5;131,0;11;0,6809523809523809;0,9611111111111111
A;4;20,0;1,5;8;0,5333333333333333;0,0;7;131,0;29;0,6578563411896745;0,8666666666666667
A;5;20,0;1,5;8;0,6;0,0;5;91,0;0;0,758119658119658;1,0
A;6;20,0;1,5;9;0,5333333333333333;0,0;5;119,0;53;0,6925498575498575;0,8703703703703702
A;7;20,0;1,5;9;0,4;0,0;5;97,0;42;0,7288888888888888;0,8777777777777777
A;8;20,0;1,5;9;0,5333333333333333;0,0;5;128,0;36;0,6802054154995331;0,8444444444444444
A;9;20,0;1,5;11;0,6;0,0;3;112,0;28;0,6871794871794871;0,9333333333333332
A;10;20,0;1,5;8;0,6;0,0;5;115,0;1;0,6894841269841269;0,9777777777777779
A;1;20,0;2,0;10;0,3333333333333333;0,0;3;225,0;188;0,7229547162445712;0,7672265555164105
A;2;20,0;2,0;11;0,6;0,0;5;289,0;226;0,6147286007068615;0,6485059946360255
A;3;20,0;2,0;11;0,4666666666666667;0,0;5;231,0;162;0,6325305688463582;0,6849206349206349
A;4;20,0;2,0;8;0,4666666666666667;0,0;5;217,0;91;0,6469571976534555;0,8638506662419706
A;5;20,0;2,0;10;0,5333333333333333;0,0;5;166,0;72;0,7183257288520447;0,8297530864197531
A;6;20,0;2,0;10;0,6;0,0;5;228,0;134;0,6430076844645876;0,7732708032708032
A;7;20,0;2,0;10;0,4;0,0;4;251,0;203;0,6532127766931689;0,7283890099249578
A;8;20,0;2,0;12;0,7333333333333333;0,0;4;280,0;208;0,6178641470503092;0,6973947844962338
A;9;20,0;2,0;11;0,6;0,0;6;275,0;228;0,6487190698205639;0,6721171011609385
A;10;20,0;2,0;10;0,6;0,0;5;181,0;93;0,7078884078884078;0,8674641148325359
A;1;20,0;2,5;13;0,4;0,0;3;438,0;407;0,5682448809516549;0,5871048182852764
A;2;20,0;2,5;11;0,5333333333333333;0,0;7;402,0;345;0,5612959706526958;0,6015978909710794
A;3;20,0;2,5;11;0,6;0,0;6;386,0;334;0,6032667938779465;0,6429833584219548
A;4;20,0;2,5;11;0,5333333333333333;0,0;4;329,0;229;0,6291817729495128;0,7439399832337403
A;5;20,0;2,5;12;0,4;0,0;4;423,0;380;0,5939814264560539;0,649987835342674
A;6;20,0;2,5;13;0,2;0,0;2;503,0;467;0,518796697730583;0,5145113945136083
A;7;20,0;2,5;10;0,4666666666666667;0,0;4;376,0;302;0,5785940611467432;0,6273904242486616
A;8;20,0;2,5;12;0,3333333333333333;0,0;3;419,0;387;0,5571665406191424;0,5985369786585847
A;9;20,0;2,5;10;0,4;0,0;5;422,0;348;0,5556332715570014;0,6484950991942735
A;10;20,0;2,5;12;0,4;0,0;4;406,0;348;0,5931142124763942;0,6514051337328355
A;1;20,0;3,0;13;0,4;0,0;5;749,0;745;0,4634025834082304;0,4111724299260525
A;2;20,0;3,0;12;0,4666666666666667;0,0;4;586,0;562;0,5220689251636729;0,5298665002144358
A;3;20,0;3,0;10;0,4;0,0;5;465,0;423;0,5991537607544754;0,6381796553105747
A;4;20,0;3,0;11;0,3333333333333333;0,0;4;563,0;514;0,5399871780573655;0,5424857531524198
A;5;20,0;3,0;11;0,4;0,0;4;460,0;428;0,5868391955270559;0,5339314098761087
A;6;20,0;3,0;11;0,2;0,0;2;335,0;289;0,6419260337684655;0,7400741819166137
A;7;20,0;3,0;12;0,26666666666666666;0,0;4;539,0;497;0,5448249827952082;0,5976624905625406
A;8;20,0;3,0;10;0,4666666666666667;0,0;5;536,0;505;0,537786902190275;0,5781769018722116
A;9;20,0;3,0;13;0,6;0,0;6;502,0;459;0,5386298670449763;0,5448846231623374
A;10;20,0;3,0;12;0,26666666666666666;0,0;3;683,0;669;0,4888908160856913;0,4820572425168873
B;1;20,0;1,0;1;0,13333333333333333;0,0;1;2,0;0;0,9555555555555555;1,0
B;2;20,0;1,0;1;0,13333333333333333;0,0;1;4,0;0;0,9333333333333333;1,0
B;3;20,0;1,0;7;0,5333333333333333;0,0;3;10,0;0;0,7777777777777778;1,0
B;4;20,0;1,0;9;0,6666666666666666;0,0;1;14,0;0;0,7555555555555554;1,0
B;5;20,0;1,0;9;0,6666666666666666;0,0;3;16,0;0;0,7555555555555554;1,0
B;6;20,0;1,0;8;0,6;0,0;3;12,0;0;0,7925925925925925;1,0
