1,0.5,0.3,10,10.0,9.0,10,1.0,0.0,1.0
2,0.5,0.3,10,10.0,9.0,10,1.0,0.0,1.0
3,0.5,0.3,10,10.0,9.0,10,1.0,0.0,1.0
4,0.5,0.3,10,10.0,9.0,10,1.0,0.0,1.0
5,0.5,0.3,10,10.0,9.0,10,1.0,0.0,1.0
6,0.5,0.3,10,10.0,9.0,10,1.0,0.0,1.0
7,0.5,0.3,10,10.0,9.0,10,1.0,0.0,1.0
8,0.5,0.3,10,10.0,9.0,10,1.0,0.0,1.0
9,0.5,0.3,10,10.0,9.0,10,1.0,0.0,1.0
10,0.5,0.3,10,10.0,9.0,10,1.0,0.0,1.0
11,0.5,0.3,20,10.0,9.0,10,1.0,0.0,1.0
12,0.5,0.3,20,10.0,9.0,10,1.0,0.0,1.0
13,0.5,0.3,20,10.0,9.0,10,1.0,0.0,1.0
14,0.5,0.3,20,10.0,9.0,10,1.0,0.0,1.0
15,0.5,0.3,20,10.0,9.0,10,1.0,0.0,1.0
16,0.5,0.3,20,10.0,9.0,10,1.0,0.0,1.0
17,0.5,0.3,20,10.0,9.0,10,1.0,0.0,1.0
18,0.5,0.3,20,10.0,9.0,10,1.0,0.0,1.0
19,0.5,0.3,20,10.0,9.0,10,0.95,0.13849852744799548,1.0
20,0.5,0.3,20,10.0,9.0,10,1.0,0.0,1.0
21,0.5,0.3,40,10.0,9.0,10,1.0,0.0,1.0
22,0.5,0.3,40,10.0,9.0,10,1.0,0.0,1.0
23,0.5,0.3,40,10.0,9.0,10,1.0,0.0,1.0
24,0.5,0.3,40,10.0,9.0,10,1.0,0.0,1.0
25,0.5,0.3,40,10.0,9.0,10,1.0,0.0,1.0
26,0.5,0.3,40,10.0,9.0,10,1.0,0.0,1.0
27,0.5,0.3,40,10.0,9.0,10,1.0,0.0,1.0
28,0.5,0.3,40,10.0,9.0,10,1.0,0.0,1.0
29,0.5,0.3,40,10.0,9.0,10,1.0,0.0,1.0
30,0.5,0.3,40,10.0,9.0,10,1.0,0.0,1.0
31,0.5,0.3,80,10.0,9.0,10,1.0,0.0,1.0
32,0.5,0.3,80,10.0,9.0,10,1.0,0.0,1.0
33,0.5,0.3,80,10.0,9.0,10,1.0,0.0,1.0
34,0.5,0.3,80,10.0,9.0,10,1.0,0.0,1.0
35,0.5,0.3,80,10.0,9.0,10,1.0,0.0,1.0
36,0.5,0.3,80,10.0,9.0,10,1.0,0.0,1.0
37,0.5,0.3,80,10.0,9.0,10,1.0,0.0,1.0
38,0.5,0.3,80,10.0,9.0,10,0.96,0.1412957666417719,1.0
39,0.5,0.3,80,10.0,9.0,10,1.0,0.0,1.0
40,0.5,0.3,80,10.0,9.0,10,0.98,0.07979364208040453,1.0
41,0.5,0.5,10,10.0,9.0,10,0.78,0.39032749782145193,0.99
42,0.5,0.5,10,10.0,9.0,10,0.66,0.28937480501553303,0.68
43,0.5,0.5,10,10.0,9.0,10,0.75,0.35049330315364885,0.89
44,0.5,0.5,10,10.0,9.0,10,1.0,0.0,1.0
45,0.5,0.5,10,10.0,9.0,10,0.77,0.37040518354904267,0.82
46,0.5,0.5,10,10.0,9.0,10,1.0,0.0,1.0
47,0.5,0.5,10,10.0,9.0,10,0.96,0.06040603354706291,0.96
48,0.5,0.5,10,10.0,9.0,10,0.85,0.24282824291164226,0.86
49,0.5,0.5,10,10.0,9.0,10,0.84,0.31445897100328435,0.94
50,0.5,0.5,10,10.0,9.0,10,1.0,0.0,1.0
51,0.5,0.5,20,10.0,9.0,10,0.99,0.04472135954999581,1.0
52,0.5,0.5,20,10.0,9.0,10,0.98,0.06958523739384595,1.0
53,0.5,0.5,20,10.0,9.0,10,0.88,0.2290047115120927,0.98
54,0.5,0.5,20,10.0,9.0,10,0.81,0.25985015925174626,0.85
55,0.5,0.5,20,10.0,9.0,10,0.97,0.10509519494249013,1.0
56,0.5,0.5,20,10.0,9.0,10,0.88,0.17058722109231983,0.97
57,0.5,0.5,20,10.0,9.0,10,0.99,0.038013155617496415,1.0
58,0.5,0.5,20,10.0,9.0,10,0.8,0.252419867430605,0.81
59,0.5,0.5,20,10.0,9.0,10,0.92,0.1416249680633587,1.0
60,0.5,0.5,20,10.0,9.0,10,0.78,0.34460656437526893,0.87
61,0.5,0.5,40,10.0,9.0,10,0.95,0.18047231480273213,1.0
62,0.5,0.5,40,10.0,9.0,10,0.96,0.1660628163507984,1.0
63,0.5,0.5,40,10.0,9.0,10,0.89,0.25381145839038943,1.0
64,0.5,0.5,40,10.0,9.0,10,0.88,0.2752453451014204,1.0
65,0.5,0.5,40,10.0,9.0,10,1.0,0.0,1.0
66,0.5,0.5,40,10.0,9.0,10,0.98,0.03789323733725367,1.0
67,0.5,0.5,40,10.0,9.0,10,0.93,0.19403938273268664,1.0
68,0.5,0.5,40,10.0,9.0,10,0.86,0.27978517399916597,0.9
69,0.5,0.5,40,10.0,9.0,10,0.95,0.12311241475442948,1.0
70,0.5,0.5,40,10.0,9.0,10,0.8,0.354329992506623,1.0
71,0.5,0.5,80,10.0,9.0,10,0.82,0.34556683850366454,1.0
72,0.5,0.5,80,10.0,9.0,10,0.95,0.15821867378466176,1.0
73,0.5,0.5,80,10.0,9.0,10,0.76,0.38767137900709914,0.99
74,0.5,0.5,80,10.0,9.0,10,0.91,0.22464229653474665,1.0
75,0.5,0.5,80,10.0,9.0,10,0.85,0.3012677853355924,1.0
76,0.5,0.5,80,10.0,9.0,10,0.96,0.1292372952402389,1.0
77,0.5,0.5,80,10.0,9.0,10,0.88,0.29014943225513057,1.0
78,0.5,0.5,80,10.0,9.0,10,0.8,0.328817381312431,1.0
79,0.5,0.5,80,10.0,9.0,10,0.92,0.22297187198434373,1.0
80,0.5,0.5,80,10.0,9.0,10,0.79,0.3680411498388237,1.0
81,1.0,0.3,10,10.0,9.0,10,0.95,0.15811388300841897,0.97
82,1.0,0.3,10,10.0,9.0,10,0.86,0.32727833889689534,1.0
83,1.0,0.3,10,10.0,9.0,10,0.92,0.24349537983296518,0.98
84,1.0,0.3,10,10.0,9.0,10,0.9,0.2706371084024592,1.0
85,1.0,0.3,10,10.0,9.0,10,0.76,0.3616643625118614,0.93
86,1.0,0.3,10,10.0,9.0,10,1.0,0.0,1.0
