1,Rc,6,11,9,0,0,0
1,Rc,7,0,8,5,13,0
1,Rc,8,15,8,12,13,0
1,Rc,9,8,0,0,7,10
1,RcPi,0,0,2,0,2,0
1,RcPi,1,0,0,0,8,7
1,RcPi,2,0,0,8,0,0
1,RcPi,3,0,9,0,0,0
1,RcPi,4,0,6,8,0,0
1,RcPi,5,2,11,9,0,7
1,RcPi,6,0,0,5,8,8
1,RcPi,7,6,0,0,0,8
1,RcPi,8,0,0,0,0,4
1,RcPi,9,0,2,6,0,0
2,Rc,0,0,5,11,14,7
2,Rc,1,9,0,16,8,4
2,Rc,2,0,9,9,11,12
2,Rc,3,4,0,4,6,4
2,Rc,4,0,0,8,12,14
2,Rc,5,6,0,0,13,7
2,Rc,6,0,9,10,10,7
2,Rc,7,0,0,0,8,12
2,Rc,8,17,5,10,9,0
2,Rc,9,6,0,12,8,17
2,RcPi,0,7,0,0,0,0
2,RcPi,1,0,1,0,0,0
2,RcPi,2,11,0,0,0,0
2,RcPi,3,0,9,0,0,0
2,RcPi,4,10,9,0,0,0
2,RcPi,5,0,1,8,0,0
2,RcPi,6,4,0,0,0,0
2,RcPi,7,6,10,9,0,0
2,RcPi,8,0,0,0,0,4
2,RcPi,9,0,6,0,0,0
3,Rc,0,12,7,0,0,0
3,Rc,1,0,0,5,5,10
3,Rc,2,7,15,0,13,9
3,Rc,3,0,11,13,10,12
3,Rc,4,0,13,14,7,10
3,Rc,5,0,0,0,0,11
3,Rc,6,0,9,0,9,0
3,Rc,7,0,3,11,9,0
3,Rc,8,11,0,12,14,2
3,Rc,9,7,10,0,10,12
3,RcPi,0,0,0,11,6,9
3,RcPi,1,4,6,0,0,0
3,RcPi,2,0,0,7,0,0
3,RcPi,3,6,0,0,0,0
3,RcPi,4,10,0,0,0,0
3,RcPi,5,2,11,10,5,0
3,RcPi,6,4,0,7,0,7
3,RcPi,7,6,0,0,0,4
3,RcPi,8,0,5,0,0,0
3,RcPi,9,0,0,12,0,0
1,Rc,0,0,5,12,12,10
1,Rc,1,18,5,0,0,0
1,Rc,2,8,10,5,0,0
1,Rc,3,7,8,10,0,0
1,Rc,4,14,0,0,2,10
1,Rc,5,13,13,0,12,0
1,Rc,6,0,11,0,8,0
1,Rc,7,10,0,0,11,7
1,Rc,8,0,0,11,9,13
1,Rc,9,0,9,0,13,9
1,RcPi,0,10,0,0,0,0
1,RcPi,1,0,0,12,9,10
1,RcPi,2,0,0,0,13,8
1,RcPi,3,0,0,0,7,10
1,RcPi,4,0,12,9,0,0
1,RcPi,5,0,0,9,0,5
1,RcPi,6,4,0,9,0,10
1,RcPi,7,0,11,11,0,0
1,RcPi,8,9,5,0,0,0
1,RcPi,9,11,0,4,0,0
1,Rc,0,12,0,0,11,12
1,Rc,1,0,0,0,0,0
1,Rc,2,0,0,13,10,8
1,Rc,3,0,13,5,0,9
1,Rc,4,10,6,0,8,10
1,Rc,5,2,0,0,12,0
1,Rc,6,0,11,0,7,2
1,Rc,7,12,0,8,0,0
1,Rc,8,6,0,7,8,7
1,Rc,9,7,0,0,9,8
1,Rc,10,9,11,0,16,7
1,Rc,11,0,0,0,3,0
1,Rc,12,11,0,0,0,0
1,Rc,13,0,0,0,9,0
1,Rc,14,0,11,0,14,0
1,Rc,15,0,0,0,0,0
1,Rc,16,0,10,0,0,12
1,Rc,17,0,6,0,13,0
1,Rc,18,12,0,6,18,0
1,Rc,19,6,10,10,0,0
1,Rc,20,8,0,0,8,0
1,Rc,21,0,0,0,0,6
1,Rc,22,0,8,0,0,0
1,Rc,23,0,8,0,0,0
1,Rc,24,0,0,8,0,0
1,Rc,25,0,0,0,9,13
1,Rc,26,12,7,13,0,0
1,Rc,27,12,0,15,11,0
1,Rc,28,11,0,9,9,14
1,Rc,29,0,0,0,13,0
1,Rc,30,0,5,7,8,0
1,Rc,31,0,8,7,4,0
1,Rc,32,14,5,0,0,0
1,Rc,33,0,0,10,10,12
1,Rc,34,6,5,7,0,0
1,Rc,35,0,4,0,10,9
1,Rc,36,4,0,0,15,7
1,Rc,37,7,0,5,0,0
1,Rc,38,8,0,8,0,11
1,Rc,39,11,0,0,0,0
1,RcPi,0,0,7,8,0,0
1,RcPi,1,6,6,4,11,11
1,RcPi,2,7,11,0,0,0
1,RcPi,3,12,0,0,11,0
1,RcPi,4,0,0,11,0,0
1,RcPi,5,0,7,0,0,9
1,RcPi,6,6,0,12,0,0
1,RcPi,7,0,14,0,5,11
1,RcPi,8,0,10,0,0,0
1,RcPi,9,0,10,11,0,0
1,RcPi,10,0,0,9,0,0
1,RcPi,11,9,8,6,0,10
1,RcPi,12,0,12,3,12,9
1,RcPi,13,9,11,9,0,11
1,RcPi,14,8,0,9,0,12
1,RcPi,15,11,12,11,11,12
1,RcPi,16,7,0,11,10,0
1,RcPi,17,14,0,9,0,11
1,RcPi,18,0,5,0,0,14
1,RcPi,19,0,0,0,5,9
1,RcPi,20,0,8,4,0,11
1,RcPi,21,15,14,10,6,0
1,RcPi,22,8,0,9,9,6
1,RcPi,23,3,0,10,7,15
1,RcPi,24,5,8,0,9,12
1,RcPi,25,5,12,9,0,0
1,RcPi,26,0,0,0,9,12
1,RcPi,27,0,11,0,0,7
1,RcPi,28,0,17,0,0,0
1,RcPi,29,11,6,10,0,12
1,RcPi,30,6,0,0,0,5
1,RcPi,31,13,0,0,0,6
1,RcPi,32,0,0,6,4,10
1,RcPi,33,10,9,0,0,0
1,RcPi,34,0,0,0,10,13
1,RcPi,35,8,0,6,0,0
1,RcPi,36,0,10,3,0,0
1,RcPi,37,0,9,0,12,16
1,RcPi,38,0,5,0,9,0
1,RcPi,39,0,13,6,12,13
2,Rc,0,8,0,11,0,14
2,Rc,1,8,10,0,0,0
2,Rc,2,7,0,0,0,0
2,Rc,3,8,0,0,12,0
2,Rc,4,11,0,0,8,0
2,Rc,5,0,0,0,0,14
2,Rc,6,0,0,0,0,0
2,Rc,7,6,0,0,0,0
2,Rc,8,12,12,0,0,7
2,Rc,9,0,12,0,0,0
2,Rc,10,7,0,9,10,15
2,Rc,11,14,9,14,0,8
2,Rc,12,8,9,0,8,0
2,Rc,13,9,0,8,9,4
2,Rc,14,0,0,0,0,5
2,Rc,15,0,0,10,6,0
2,Rc,16,0,0,8,0,0
2,Rc,17,11,0,0,11,13
2,Rc,18,12,7,0,11,0
2,Rc,19,0,8,10,0,0
2,Rc,20,0,11,7,10,10
2,Rc,21,0,11,9,11,9
2,Rc,22,14,8,0,0,10
2,Rc,23,5,0,0,0,5
2,Rc,24,0,0,5,7,0
2,Rc,25,12,8,0,0,0
2,Rc,26,0,0,0,14,11
2,Rc,27,0,0,0,0,10
2,Rc,28,0,8,10,0,0
2,Rc,29,12,11,0,10,0
2,Rc,30,0,0,9,13,0
2,Rc,31,0,12,10,0,14
2,Rc,32,8,8,8,0,0
2,Rc,33,0,9,7,11,7
2,Rc,34,0,0,7,9,0
2,Rc,35,7,0,0,0,0
2,Rc,36,9,11,10,0,0
2,Rc,37,0,0,10,0,0
2,Rc,38,10,0,7,7,0
2,Rc,39,8,0,4,9,14
2,RcPi,0,0,9,0,7,0
2,RcPi,1,0,0,8,15,10
2,RcPi,2,0,6,6,8,10
2,RcPi,3,0,15,7,0,12
2,RcPi,4,0,13,6,0,8
2,RcPi,5,5,4,9,15,0
2,RcPi,6,6,14,11,11,11
2,RcPi,7,0,8,10,9,11
2,RcPi,8,0,0,13,10,0
2,RcPi,9,14,0,6,9,9
2,RcPi,10,0,10,0,0,0
2,RcPi,11,0,0,0,7,0
2,RcPi,12,0,0,11,0,14
2,RcPi,13,0,11,0,0,0
2,RcPi,14,8,12,8,7,0
2,RcPi,15,11,6,0,0,9
2,RcPi,16,7,12,0,6,10
2,RcPi,17,0,10,10,0,0
2,RcPi,18,0,0,14,0,10
2,RcPi,19,11,0,0,12,2
2,RcPi,20,12,0,0,0,0
2,RcPi,21,15,0,0,0,0
2,RcPi,22,0,0,4,2,0
2,RcPi,23,0,10,10,11,0
2,RcPi,24,5,6,0,0,12
2,RcPi,25,0,0,12,8,9
2,RcPi,26,9,1,11,0,0
2,RcPi,27,12,10,6,10,0
2,RcPi,28,6,0,0,11,7
2,RcPi,29,0,0,7,0,7
2,RcPi,30,6,12,0,0,5
2,RcPi,31,13,0,0,14,0
2,RcPi,32,0,0,0,9,12
2,RcPi,33,10,0,0,0,0
2,RcPi,34,3,10,0,0,10
2,RcPi,35,0,13,8,14,15
2,RcPi,36,0,0,0,6,14
2,RcPi,37,12,8,0,10,7
2,RcPi,38,0,13,0,0,9
2,RcPi,39,0,7,0,0,0
3,Rc,0,6,9,7,0,12
3,Rc,1,0,0,6,15,0
3,Rc,2,8,0,9,0,12
3,Rc,3,0,0,0,0,9
3,Rc,4,9,12,0,5,16
3,Rc,5,0,0,5,0,12
3,Rc,6,10,7,0,9,6
3,Rc,7,7,0,0,0,3
3,Rc,8,0,0,8,9,0
3,Rc,9,12,7,6,0,10
3,Rc,10,12,0,0,0,0
3,Rc,11,0,0,0,0,12
3,Rc,12,0,0,0,12,12
3,Rc,13,0,13,0,13,0
3,Rc,14,0,12,0,0,0
3,Rc,15,0,0,0,10,10
3,Rc,16,0,6,0,0,0
3,Rc,17,0,0,8,0,0
3,Rc,18,14,5,15,0,4
3,Rc,19,0,0,0,5,0
3,Rc,20,0,0,0,8,10
3,Rc,21,8,14,0,10,17
3,Rc,22,10,0,0,4,7
3,Rc,23,0,13,0,14,9
3,Rc,24,9,11,5,0,0
3,Rc,25,11,7,12,0,8
3,Rc,26,15,7,10,0,6
3,Rc,27,0,15,0,0,0
3,Rc,28,12,0,11,0,0
3,Rc,29,0,0,0,0,0
3,Rc,30,9,0,12,0,0
3,Rc,31,16,0,5,0,13
3,Rc,32,13,10,0,6,2
3,Rc,33,15,10,7,10,0
3,Rc,34,0,0,0,0,0
3,Rc,35,0,0,14,15,8
3,Rc,36,0,11,14,17,8
3,Rc,37,10,0,0,0,10
3,Rc,38,0,0,0,0,0
3,Rc,39,9,11,6,0,0
3,RcPi,0,0,0,0,8,0
3,RcPi,1,6,10,0,0,9
3,RcPi,2,0,10,0,7,0
3,RcPi,3,12,12,15,7,0
3,RcPi,4,0,0,5,0,0
3,RcPi,5,5,8,0,12,0
3,RcPi,6,0,0,7,0,0
3,RcPi,7,0,9,11,8,0
3,RcPi,8,11,13,0,0,7
3,RcPi,9,0,0,0,8,0
3,RcPi,10,0,4,12,11,7
3,RcPi,11,9,12,12,9,0
3,RcPi,12,9,6,5,0,0
3,RcPi,13,9,0,12,0,5
3,RcPi,14,8,0,10,9,12
3,RcPi,15,11,9,4,0,0
3,RcPi,16,7,0,9,9,7
3,RcPi,17,14,13,0,9,12
3,RcPi,18,0,0,0,1,0
3,RcPi,19,11,7,11,0,10
3,RcPi,20,12,3,9,0,0
3,RcPi,21,0,0,10,0,0
3,RcPi,22,0,5,9,0,0
3,RcPi,23,3,0,9,0,0
3,RcPi,24,0,0,0,11,7
3,RcPi,25,0,0,0,5,0
3,RcPi,26,0,0,0,7,0
3,RcPi,27,12,0,9,7,8
3,RcPi,28,0,9,0,10,14
3,RcPi,29,11,12,13,8,12
3,RcPi,30,0,9,0,10,10
3,RcPi,31,0,12,0,9,0
3,RcPi,32,0,0,11,0,0
3,RcPi,33,0,0,0,0,10
3,RcPi,34,3,13,5,13,10
3,RcPi,35,8,6,0,0,0
3,RcPi,36,8,0,0,0,0
3,RcPi,37,0,13,4,12,0
3,RcPi,38,7,13,4,9,9
3,RcPi,39,0,0,0,13,8
4,Rc,0,13,0,0,9,0
4,Rc,1,6,0,10,6,0
4,Rc,2,0,13,8,0,0
4,Rc,3,10,10,14,0,3
4,Rc,4,9,0,11,12,0
4,Rc,5,11,0,0,0,0
4,Rc,6,0,18,8,7,14
4,Rc,7,9,0,4,4,0
4,Rc,8,0,4,0,0,0
4,Rc,9,0,10,0,12,0
4,Rc,10,0,0,12,0,0
4,Rc,11,6,0,14,0,12
4,Rc,12,0,8,0,0,0
4,Rc,13,0,12,13,0,7
4,Rc,14,0,4,0,0,9
4,Rc,15,0,0,0,0,7
4,Rc,16,0,0,12,0,11
4,Rc,17,15,13,10,10,0
4,Rc,18,9,7,11,0,0
4,Rc,19,12,11,0,0,12
4,Rc,20,10,11,0,0,0
4,Rc,21,0,0,8,8,6
4,Rc,22,0,7,0,0,5
4,Rc,23,0,13,0,0,12
4,Rc,24,0,7,0,8,0
4,Rc,25,12,12,11,0,9
4,Rc,26,6,0,0,0,0
4,Rc,27,0,6,4,7,10
4,Rc,28,12,10,6,13,0
4,Rc,29,0,13,0,0,9
4,Rc,30,0,0,0,0,0
4,Rc,31,0,0,0,4,0
4,Rc,32,6,0,9,8,6
4,Rc,33,0,7,0,7,8
4,Rc,34,0,0,11,0,0
4,Rc,35,0,11,0,0,12
4,Rc,36,10,0,0,9,0
4,Rc,37,14,7,12,0,0
4,Rc,38,10,16,0,11,0
4,Rc,39,0,0,0,14,10
4,RcPi,0,0,10,12,0,10
4,RcPi,1,0,13,0,0,12
4,RcPi,2,7,0,0,8,6
4,RcPi,3,0,0,0,5,0
4,RcPi,4,0,7,0,0,9
4,RcPi,5,0,6,9,8,9
4,RcPi,6,6,0,0,0,0
4,RcPi,7,0,12,0,0,8
4,RcPi,8,11,0,6,9,12
4,RcPi,9,14,0,6,0,11
4,RcPi,10,11,6,0,8,11
4,RcPi,11,0,9,0,14,0
4,RcPi,12,9,0,10,16,11
4,RcPi,13,9,0,0,4,0
4,RcPi,14,8,0,9,6,0
4,RcPi,15,11,13,5,11,0
4,RcPi,16,7,6,0,11,0
4,RcPi,17,0,0,0,0,12
4,RcPi,18,0,0,0,12,14
4,RcPi,19,0,0,9,11,0
4,RcPi,20,0,0,11,10,12
4,RcPi,21,15,12,0,0,0
4,RcPi,22,8,0,7,14,0
4,RcPi,23,3,0,5,7,0
4,RcPi,24,5,0,12,0,9
4,RcPi,25,0,0,0,14,0
4,RcPi,26,0,8,12,9,16
4,RcPi,27,12,0,0,0,0
4,RcPi,28,0,0,0,0,7
4,RcPi,29,11,0,10,8,0
4,RcPi,30,6,9,11,8,8
4,RcPi,31,13,8,13,0,10
4,RcPi,32,0,13,0,0,0
4,RcPi,33,10,0,8,0,0
4,RcPi,34,3,10,0,9,9
4,RcPi,35,8,0,11,12,0
4,RcPi,36,0,11,9,0,11
4,RcPi,37,0,0,0,6,8
4,RcPi,38,0,0,9,0,3
4,RcPi,39,8,12,4,0,0
5,Rc,0,11,8,0,9,7
5,Rc,1,0,0,8,0,9
5,Rc,2,0,0,0,0,0
5,Rc,3,0,0,0,6,0
5,Rc,4,0,5,0,13,13
5,Rc,5,15,10,11,0,8
5,Rc,6,10,0,0,7,11
5,Rc,7,0,9,0,0,0
5,Rc,8,0,3,11,6,0
5,Rc,9,0,0,0,10,0
5,Rc,10,9,0,11,0,11
5,Rc,11,7,0,0,0,0
5,Rc,12,0,0,0,13,0
5,Rc,13,7,8,0,10,0
5,Rc,14,9,7,6,11,0
5,Rc,15,0,12,0,0,10
5,Rc,16,0,10,0,0,8
5,Rc,17,0,9,12,0,13
5,Rc,18,0,0,11,0,0
5,Rc,19,11,4,0,0,0
5,Rc,20,12,0,0,0,12
5,Rc,21,0,13,0,0,0
5,Rc,22,0,0,9,0,0
5,Rc,23,8,10,0,8,9
5,Rc,24,0,11,10,13,0
5,Rc,25,10,0,7,13,0
5,Rc,26,15,0,7,0,8
5,Rc,27,13,0,0,0,0
5,Rc,28,8,0,0,0,0
5,Rc,29,0,5,10,10,9
5,Rc,30,5,5,0,18,0
5,Rc,31,0,15,0,0,0
5,Rc,32,10,12,0,6,0
5,Rc,33,7,0,0,0,7
5,Rc,34,0,11,0,0,0
5,Rc,35,0,11,0,0,0
5,Rc,36,10,5,4,8,0
5,Rc,37,12,0,9,8,0
5,Rc,38,9,8,9,0,11
5,Rc,39,10,0,7,0,8
5,RcPi,0,0,0,9,0,0
5,RcPi,1,6,7,0,12,0
5,RcPi,2,7,8,5,9,14
5,RcPi,3,12,10,6,0,14
5,RcPi,4,13,0,13,0,0
5,RcPi,5,0,0,0,10,0
5,RcPi,6,0,11,11,0,0
5,RcPi,7,9,0,9,10,12
5,RcPi,8,11,0,0,0,9
5,RcPi,9,14,8,8,0,8
5,RcPi,10,0,4,0,6,0
5,RcPi,11,0,12,11,7,8
5,RcPi,12,9,12,9,0,6
5,RcPi,13,0,0,12,0,6
5,RcPi,14,0,0,0,0,9
5,RcPi,15,11,0,11,9,0
5,RcPi,16,7,0,12,5,0
5,RcPi,17,14,0,0,10,0
5,RcPi,18,13,9,0,11,15
5,RcPi,19,0,0,9,12,6
5,RcPi,20,0,13,9,16,0
5,RcPi,21,15,0,9,6,8
5,RcPi,22,8,6,0,11,8
5,RcPi,23,0,0,9,0,0
5,RcPi,24,5,0,0,0,10
5,RcPi,25,0,11,0,0,9
5,RcPi,26,0,13,0,11,0
5,RcPi,27,0,8,9,7,10
5,RcPi,28,0,9,11,9,17
5,RcPi,29,10,0,0,0,0
5,RcPi,30,0,0,9,0,10
5,RcPi,31,13,0,2,8,8
5,RcPi,32,0,0,13,0,9
5,RcPi,33,0,2,7,9,0
5,RcPi,34,3,0,9,13,7
5,RcPi,35,8,0,6,9,10
5,RcPi,36,0,0,0,0,10
5,RcPi,37,0,8,0,0,10
5,RcPi,38,0,0,0,11,0
5,RcPi,39,0,12,0,12,0
1,Rc,0,7,5,12,0,0
1,Rc,1,0,0,12,9,11
1,Rc,2,0,11,12,0,8
1,Rc,3,3,2,8,8,0
1,Rc,4,0,6,7,13,7
1,Rc,5,0,0,6,12,6
1,Rc,6,9,0,15,7,7
1,Rc,7,8,10,12,0,9
1,Rc,8,8,8,8,0,0
1,Rc,9,10,0,4,8,4
1,Rc,10,10,11,0,12,0
1,Rc,11,0,11,0,10,12
1,Rc,12,9,11,0,9,0
1,Rc,13,0,9,10,0,10
1,Rc,14,0,4,13,7,9
1,Rc,15,9,10,11,8,0
1,Rc,16,8,10,6,0,11
1,Rc,17,14,10,0,9,0
1,Rc,18,14,10,10,0,5
1,Rc,19,12,10,11,13,0
1,RcPi,0,0,0,0,3,2
1,RcPi,1,1,4,0,0,0
1,RcPi,2,2,0,0,7,0
1,RcPi,3,0,0,0,0,15
1,RcPi,4,6,0,0,0,0
1,RcPi,5,0,10,0,0,0
1,RcPi,6,0,1,0,0,0
1,RcPi,7,0,0,0,6,0
1,RcPi,8,0,0,0,5,8
1,RcPi,9,0,2,0,0,0
1,RcPi,10,0,0,4,0,5
1,RcPi,11,4,0,6,0,0
1,RcPi,12,0,0,1,0,7
1,RcPi,13,4,0,0,7,0
1,RcPi,14,10,0,0,0,0
1,RcPi,15,0,0,0,0,5
1,RcPi,16,0,0,0,3,0
1,RcPi,17,0,0,3,0,7
1,RcPi,18,0,0,0,11,0
1,RcPi,19,0,0,0,0,9
2,Rc,0,9,4,0,10,11
2,Rc,1,13,9,5,10,0
2,Rc,2,0,7,9,11,7
2,Rc,3,11,7,5,0,3
2,Rc,4,0,11,8,19,14
2,Rc,5,11,13,9,10,0
2,Rc,6,11,0,7,2,8
2,Rc,7,9,11,0,0,0
2,Rc,8,11,7,0,0,12
2,Rc,9,7,5,8,0,7
2,Rc,10,14,0,0,3,6
2,Rc,11,9,9,6,13,0
2,Rc,12,0,0,9,13,6
2,Rc,13,0,9,0,5,8
2,Rc,14,0,0,10,0,4
2,Rc,15,8,9,0,13,5
2,Rc,16,0,7,10,7,7
2,Rc,17,11,11,6,0,8
2,Rc,18,0,0,11,10,0
2,Rc,19,0,0,16,14,0
2,RcPi,0,0,0,4,0,0
2,RcPi,1,0,0,0,0,1
2,RcPi,2,2,0,0,0,0
2,RcPi,3,0,0,0,8,0
2,RcPi,4,10,0,0,0,0
2,RcPi,5,0,0,0,0,4
2,RcPi,6,0,1,0,0,0
2,RcPi,7,0,0,3,7,7
2,RcPi,8,0,0,8,6,0
2,RcPi,9,0,0,0,4,0
2,RcPi,10,0,7,11,0,0
2,RcPi,11,0,0,0,0,11
2,RcPi,12,4,5,0,0,0
2,RcPi,13,4,0,3,0,0
2,RcPi,14,3,6,0,3,0
2,RcPi,15,0,0,2,0,0
2,RcPi,16,2,0,0,0,0
2,RcPi,17,0,0,0,11,0
2,RcPi,18,8,2,0,0,8
2,RcPi,19,6,9,0,0,8
1,Rc,0,9,9,7,12,0
1,Rc,1,7,0,0,9,11
1,Rc,2,11,11,12,0,4
1,Rc,3,0,13,8,6,11
1,Rc,4,5,7,11,0,6
1,Rc,5,4,10,7,0,10
1,Rc,6,13,10,13,12,0
1,Rc,7,10,5,0,6,9
1,Rc,8,6,0,0,3,12
1,Rc,9,0,8,10,8,0
1,Rc,10,11,12,6,0,4
1,Rc,11,5,11,9,0,14
1,Rc,12,13,0,0,10,0
1,Rc,13,15,0,0,0,0
1,Rc,14,14,0,10,14,14
1,Rc,15,4,0,8,12,10
1,Rc,16,8,9,12,12,0
1,Rc,17,13,10,0,13,9
1,Rc,18,6,10,0,13,11
1,Rc,19,0,9,6,0,7
1,RcPi,0,0,0,0,0,12
1,RcPi,1,0,5,6,0,0
1,RcPi,2,0,0,0,9,0
1,RcPi,3,10,0,0,0,0
1,RcPi,4,0,0,0,9,0
1,RcPi,5,0,0,0,12,0
1,RcPi,6,0,0,0,0,6
1,RcPi,7,0,0,9,0,0
1,RcPi,8,0,7,4,0,0
1,RcPi,9,11,0,0,0,4
1,RcPi,10,0,0,0,9,0
1,RcPi,11,0,0,0,8,0
1,RcPi,12,0,10,7,0,8
1,RcPi,13,0,5,8,9,7
1,RcPi,14,0,13,0,0,0
1,RcPi,15,0,9,0,0,0
1,RcPi,16,0,0,0,0,6
1,RcPi,17,0,0,2,0,0
1,RcPi,18,0,0,9,0,0
1,RcPi,19,8,0,0,2,0
1,Rc,0,10,7,9,0,0
1,Rc,1,0,12,12,0,10
1,Rc,2,0,8,6,0,0
1,Rc,3,8,13,7,9,0
1,Rc,4,8,10,9,0,7
1,Rc,5,12,0,11,10,14
1,Rc,6,5,0,0,0,8
1,Rc,7,4,11,0,10,8
1,Rc,8,0,12,0,12,0
1,Rc,9,0,0,6,0,0
1,Rc,10,4,11,8,0,0
1,Rc,11,7,7,11,0,7
1,Rc,12,0,5,9,9,10
1,Rc,13,13,6,0,14,0
1,Rc,14,10,12,13,11,0
1,Rc,15,11,6,0,0,10
1,Rc,16,6,4,11,0,8
1,Rc,17,13,4,7,0,11
1,Rc,18,0,8,0,13,11
1,Rc,19,0,11,9,13,6
1,RcPi,0,0,0,0,10,8
1,RcPi,1,6,0,0,17,0
1,RcPi,2,7,0,0,11,10
1,RcPi,3,0,0,0,0,12
1,RcPi,4,0,0,0,7,0
1,RcPi,5,0,11,0,0,0
1,RcPi,6,0,5,13,14,0
1,RcPi,7,0,0,11,0,0
1,RcPi,8,11,0,9,0,7
1,RcPi,9,14,8,0,3,8
1,RcPi,10,0,0,0,10,10
1,RcPi,11,0,0,0,10,0
1,RcPi,12,14,0,0,0,0
1,RcPi,13,0,0,8,0,13
1,RcPi,14,0,0,0,0,8
1,RcPi,15,0,0,13,8,0
1,RcPi,16,0,0,0,7,0
1,RcPi,17,0,0,0,5,0
1,RcPi,18,13,0,3,0,0
1,RcPi,19,11,0,0,0,0
2,Rc,0,0,5,0,8,11
2,Rc,1,0,8,12,0,0
2,Rc,2,0,0,0,0,0
2,Rc,3,10,0,11,11,7
2,Rc,4,5,1,12,0,8
2,Rc,5,10,8,11,11,0
2,Rc,6,7,0,0,0,7
2,Rc,7,0,0,0,4,9
2,Rc,8,8,9,0,0,11
2,Rc,9,0,12,11,0,0
2,Rc,10,11,0,0,13,9
2,Rc,11,17,0,13,0,10
2,Rc,12,10,8,13,0,8
2,Rc,13,8,0,0,12,11
2,Rc,14,13,10,10,9,0
2,Rc,15,13,0,8,3,14
2,Rc,16,11,10,0,8,4
